#EventID|Time|Latitude|Longitude|Depth/Km|Author|Catalog|Contributor|ContributorID|MagType|Magnitude|MagAuthor|EventLocationName|EventType
7846931|2016-09-09T15:31:30.710000|42.6407|13.3113|10.1|BULLETIN-INGV||||ML|2.6|--|2 km NE Amatrice (RI)|earthquake
7848751|2016-09-09T16:48:42.120000|42.7413|13.1668|9.0|BULLETIN-INGV||||ML|2.5|--|8 km SE Norcia (PG)|earthquake
7855201|2016-09-09T21:22:07.840000|42.8602|13.257|8.4|BULLETIN-INGV||||ML|2.7|--|7 km W Montegallo (AP)|earthquake
7857821|2016-09-09T23:08:14.100000|42.6782|13.2818|9.2|BULLETIN-INGV||||ML|2.6|--|3 km SE Accumoli (RI)|earthquake
7862331|2016-09-10T02:29:39.750000|42.8353|13.2585|8.7|BULLETIN-INGV||||ML|3.0|--|6 km W Montegallo (AP)|earthquake
7863141|2016-09-10T03:05:16.940000|42.722|13.2143|10.7|BULLETIN-INGV||||ML|2.8|--|4 km NW Accumoli (RI)|earthquake
7879521|2016-09-10T14:23:36.680000|42.9538|13.1602|8.4|BULLETIN-INGV||||ML|3.2|--|2 km NE Ussita (MC)|earthquake
7883491|2016-09-10T17:00:02.920000|42.7877|13.2353|8.5|BULLETIN-INGV||||ML|3.3|--|5 km W Arquata del Tronto (AP)|earthquake
7891321|2016-09-10T22:32:44.030000|42.7702|13.1313|8.3|BULLETIN-INGV||||ML|2.9|--|4 km SE Norcia (PG)|earthquake
7902761|2016-09-11T06:00:58.400000|42.677|13.2772|7.2|BULLETIN-INGV||||ML|2.6|--|3 km SE Accumoli (RI)|earthquake
7912171|2016-09-11T12:54:43.410000|42.8542|13.2383|7.8|BULLETIN-INGV||||ML|2.5|--|8 km W Montegallo (AP)|earthquake
7912951|2016-09-11T13:22:29.330000|42.7737|13.1307|9.5|BULLETIN-INGV||||ML|2.5|--|4 km SE Norcia (PG)|earthquake
7920021|2016-09-11T18:39:02.710000|42.6813|13.2682|8.3|BULLETIN-INGV||||ML|3.3|--|2 km SE Accumoli (RI)|earthquake
7929431|2016-09-12T02:10:59.680000|42.8022|13.233|6.9|BULLETIN-INGV||||ML|3.0|--|6 km NW Arquata del Tronto (AP)|earthquake
7935781|2016-09-12T07:02:16.010000|42.7312|13.1843|8.8|BULLETIN-INGV||||ML|2.6|--|7 km NW Accumoli (RI)|earthquake
7943601|2016-09-12T12:57:55.780000|42.8582|13.2558|8.3|BULLETIN-INGV||||ML|2.5|--|7 km W Montegallo (AP)|earthquake
7963961|2016-09-13T05:26:08.130000|42.7825|13.1663|10.1|BULLETIN-INGV||||ML|2.9|--|6 km E Norcia (PG)|earthquake
7965871|2016-09-13T06:32:39.090000|42.7897|13.1683|10.4|BULLETIN-INGV||||ML|2.6|--|6 km E Norcia (PG)|earthquake
7972271|2016-09-13T11:04:21.200000|42.583|13.2008|12.4|BULLETIN-INGV||||ML|3.3|--|5 km SE Cittareale (RI)|earthquake
7992701|2016-09-14T02:18:49.150000|42.7098|13.2352|8.2|BULLETIN-INGV||||ML|2.7|--|2 km NW Accumoli (RI)|earthquake
7993441|2016-09-14T03:07:44.550000|42.7197|13.1843|9.1|BULLETIN-INGV||||ML|3.0|--|6 km W Accumoli (RI)|earthquake
8005411|2016-09-14T13:18:29.750000|42.8655|13.2608|9.1|BULLETIN-INGV||||ML|2.5|--|6 km W Montegallo (AP)|earthquake
8008611|2016-09-14T16:06:50.010000|42.8443|13.2572|7.8|BULLETIN-INGV||||ML|2.9|--|6 km W Montegallo (AP)|earthquake
8024341|2016-09-15T05:29:02.570000|42.7292|13.2613|9.3|BULLETIN-INGV||||ML|2.5|--|4 km N Accumoli (RI)|earthquake
8031471|2016-09-15T12:00:13.890000|42.7797|13.1337|9.5|BULLETIN-INGV||||ML|2.7|--|4 km E Norcia (PG)|earthquake
8033811|2016-09-15T13:51:30.070000|42.7795|13.1317|8.7|BULLETIN-INGV||||ML|3.1|--|3 km E Norcia (PG)|earthquake
8034711|2016-09-15T14:40:47.010000|42.7752|13.1312|8.9|BULLETIN-INGV||||ML|2.9|--|4 km SE Norcia (PG)|earthquake
8034701|2016-09-15T14:40:52.530000|42.768|13.1335|9.2|BULLETIN-INGV||||Mw|3.7|--|4 km SE Norcia (PG)|earthquake
8034851|2016-09-15T14:43:51.730000|42.7747|13.1303|10.0|BULLETIN-INGV||||ML|3.7|--|4 km SE Norcia (PG)|earthquake
8034911|2016-09-15T14:44:24.260000|42.7762|13.1342|8.3|BULLETIN-INGV||||ML|3.7|--|4 km SE Norcia (PG)|earthquake
8034981|2016-09-15T14:47:00.620000|42.7768|13.1413|8.8|BULLETIN-INGV||||ML|2.7|--|4 km E Norcia (PG)|earthquake
8037541|2016-09-15T16:51:44.850000|42.746|13.1458|9.6|BULLETIN-INGV||||ML|2.9|--|7 km SE Norcia (PG)|earthquake
8038191|2016-09-15T17:27:54.160000|42.7583|13.0888|9.8|BULLETIN-INGV||||ML|3.1|--|4 km S Norcia (PG)|earthquake
8046591|2016-09-16T01:44:25.750000|42.6438|13.2487|11.1|BULLETIN-INGV||||ML|2.5|--|4 km W Amatrice (RI)|earthquake
8065261|2016-09-16T20:25:20.430000|42.8643|13.1992|11.0|BULLETIN-INGV||||ML|2.6|--|5 km SE Castelsantangelo sul Nera (MC)|earthquake
8066531|2016-09-16T21:57:02.280000|42.8215|13.2443|7.7|BULLETIN-INGV||||ML|3.1|--|7 km NW Arquata del Tronto (AP)|earthquake
8072381|2016-09-17T05:28:34.440000|42.6782|13.2862|9.2|BULLETIN-INGV||||ML|2.6|--|4 km SE Accumoli (RI)|earthquake
8073791|2016-09-17T07:35:22.000000|42.838|13.2283|10.0|BULLETIN-INGV||||ML|3.3|--|9 km W Montegallo (AP)|earthquake
8077381|2016-09-17T11:38:17.570000|42.7648|13.1413|10.4|BULLETIN-INGV||||ML|2.6|--|5 km SE Norcia (PG)|earthquake
8080941|2016-09-17T15:35:19.010000|42.7827|13.139|10.3|BULLETIN-INGV||||ML|2.6|--|4 km E Norcia (PG)|earthquake
8081901|2016-09-17T16:32:45.530000|42.6713|13.2157|13.2|BULLETIN-INGV||||ML|2.5|--|4 km SW Accumoli (RI)|earthquake
8086811|2016-09-17T21:45:44.890000|42.8328|13.1508|9.4|BULLETIN-INGV||||ML|2.6|--|6 km NE Norcia (PG)|earthquake
8090071|2016-09-18T01:55:35.970000|42.6743|13.2857|9.5|BULLETIN-INGV||||ML|3.2|--|4 km SE Accumoli (RI)|earthquake
8090321|2016-09-18T02:08:36.420000|42.6787|13.2843|9.9|BULLETIN-INGV||||ML|2.5|--|3 km SE Accumoli (RI)|earthquake
8091721|2016-09-18T03:51:49.720000|42.8163|13.2432|9.7|BULLETIN-INGV||||ML|3.0|--|7 km NW Arquata del Tronto (AP)|earthquake
8105171|2016-09-18T20:19:12.250000|42.8177|13.1717|9.3|BULLETIN-INGV||||ML|2.5|--|7 km E Norcia (PG)|earthquake
8112591|2016-09-19T05:02:36.880000|42.7957|13.1942|9.4|BULLETIN-INGV||||ML|2.8|--|8 km E Norcia (PG)|earthquake
8115561|2016-09-19T08:16:47.570000|42.873|13.2313|8.5|BULLETIN-INGV||||ML|2.5|--|7 km E Castelsantangelo sul Nera (MC)|earthquake
8117961|2016-09-19T11:34:05.490000|42.7843|13.1393|8.4|BULLETIN-INGV||||ML|2.9|--|4 km E Norcia (PG)|earthquake
8118001|2016-09-19T11:34:55.480000|42.7832|13.1288|10.0|BULLETIN-INGV||||ML|2.9|--|3 km E Norcia (PG)|earthquake
8118021|2016-09-19T11:35:34.140000|42.7845|13.1392|9.8|BULLETIN-INGV||||ML|2.5|--|4 km E Norcia (PG)|earthquake
8118041|2016-09-19T11:36:38.830000|42.7895|13.1313|9.9|BULLETIN-INGV||||ML|2.7|--|3 km E Norcia (PG)|earthquake
8121471|2016-09-19T16:17:14.860000|42.6682|13.2137|9.8|BULLETIN-INGV||||ML|2.7|--|4 km SW Accumoli (RI)|earthquake
8122161|2016-09-19T16:49:55.620000|42.6723|13.2828|8.5|BULLETIN-INGV||||ML|3.0|--|4 km SE Accumoli (RI)|earthquake
8128111|2016-09-19T23:34:25.130000|42.6737|13.2773|9.2|BULLETIN-INGV||||Mw|3.7|--|3 km SE Accumoli (RI)|earthquake
8130121|2016-09-20T01:20:53.390000|42.673|13.2747|7.4|BULLETIN-INGV||||Mw|3.2|--|3 km SE Accumoli (RI)|earthquake
8132081|2016-09-20T03:30:02.640000|42.7978|13.1587|7.6|BULLETIN-INGV||||ML|3.1|--|5 km E Norcia (PG)|earthquake
8132121|2016-09-20T03:30:19.740000|42.8013|13.1563|9.5|BULLETIN-INGV||||ML|3.2|--|5 km E Norcia (PG)|earthquake
8134181|2016-09-20T05:39:47.030000|42.8023|13.2083|7.5|BULLETIN-INGV||||ML|2.8|--|8 km W Arquata del Tronto (AP)|earthquake
8135981|2016-09-20T07:29:42.190000|42.6787|13.2833|8.5|BULLETIN-INGV||||ML|2.5|--|3 km SE Accumoli (RI)|earthquake
8157641|2016-09-21T07:07:24.020000|42.803|13.1547|8.8|BULLETIN-INGV||||ML|3.4|--|5 km E Norcia (PG)|earthquake
8158381|2016-09-21T08:01:35.770000|42.9058|6.5192|0.5|BULLETIN-INGV||||ML|2.6|--|Costa Francese (FRANCIA)|controlled explosion
8164431|2016-09-21T15:49:07.160000|42.8545|13.069|9.7|BULLETIN-INGV||||ML|2.8|--|4 km SE Preci (PG)|earthquake
8170201|2016-09-21T22:38:45.560000|42.8478|13.261|5.3|BULLETIN-INGV||||ML|2.7|--|6 km W Montegallo (AP)|earthquake
8176171|2016-09-22T07:54:20.640000|42.7803|13.1225|7.4|BULLETIN-INGV||||ML|3.0|--|3 km SE Norcia (PG)|earthquake
8180241|2016-09-22T13:57:11.260000|42.6142|13.3005|9.6|BULLETIN-INGV||||ML|2.5|--|2 km SE Amatrice (RI)|earthquake
8184641|2016-09-22T19:31:33.090000|42.7852|13.1302|8.7|BULLETIN-INGV||||ML|2.5|--|3 km E Norcia (PG)|earthquake
8185181|2016-09-22T20:03:55.000000|42.7563|13.1863|9.4|BULLETIN-INGV||||Mw|3.4|--|8 km NW Accumoli (RI)|earthquake
8185241|2016-09-22T20:04:55.220000|42.753|13.1832|9.7|BULLETIN-INGV||||ML|2.9|--|8 km NW Accumoli (RI)|earthquake
8186651|2016-09-22T21:20:27.140000|42.7832|13.1287|8.5|BULLETIN-INGV||||ML|2.5|--|3 km E Norcia (PG)|earthquake
8190411|2016-09-23T02:47:02.720000|42.7502|13.1867|10.3|BULLETIN-INGV||||ML|2.6|--|8 km NW Accumoli (RI)|earthquake
8192261|2016-09-23T04:54:26.260000|42.7568|13.1813|9.7|BULLETIN-INGV||||ML|2.6|--|8 km SE Norcia (PG)|earthquake
8208491|2016-09-24T03:01:02.740000|42.7828|13.1312|7.2|BULLETIN-INGV||||ML|2.5|--|3 km E Norcia (PG)|earthquake
8209731|2016-09-24T04:28:31.460000|42.8485|13.2277|8.3|BULLETIN-INGV||||ML|2.7|--|8 km SE Castelsantangelo sul Nera (MC)|earthquake
8210581|2016-09-24T05:21:05.820000|42.7822|13.1288|7.3|BULLETIN-INGV||||ML|3.0|--|3 km E Norcia (PG)|earthquake
8217841|2016-09-24T15:19:27.600000|42.6285|13.2838|8.7|BULLETIN-INGV||||ML|2.5|--|W Amatrice (RI)|earthquake
8224991|2016-09-25T00:32:59.530000|42.8263|13.1482|9.7|BULLETIN-INGV||||ML|3.0|--|6 km NE Norcia (PG)|earthquake
8230081|2016-09-25T06:46:29.300000|42.7413|13.2257|9.9|BULLETIN-INGV||||ML|3.0|--|5 km NW Accumoli (RI)|earthquake
8258871|2016-09-27T04:06:41.640000|42.7833|13.131|8.6|BULLETIN-INGV||||ML|2.7|--|3 km E Norcia (PG)|earthquake
8263451|2016-09-27T10:31:19.120000|42.7772|13.1283|7.1|BULLETIN-INGV||||ML|2.5|--|3 km SE Norcia (PG)|earthquake
8277611|2016-09-28T06:23:13.910000|42.7838|13.1723|9.5|BULLETIN-INGV||||ML|2.5|--|6 km E Norcia (PG)|earthquake
8280841|2016-09-28T10:04:10.000000|42.873|13.163|8.6|BULLETIN-INGV||||ML|3.0|--|3 km S Castelsantangelo sul Nera (MC)|earthquake
8298621|2016-09-29T14:06:52.760000|42.8778|13.2433|8.7|BULLETIN-INGV||||ML|2.8|--|7 km W Montemonaco (AP)|earthquake
8315581|2016-09-30T19:22:28.250000|42.8955|13.2393|9.0|BULLETIN-INGV||||Mw|3.3|--|7 km E Castelsantangelo sul Nera (MC)|earthquake
8315871|2016-09-30T19:38:37.620000|42.8948|13.2468|9.3|BULLETIN-INGV||||Mw|3.4|--|7 km W Montemonaco (AP)|earthquake
8318961|2016-10-01T00:15:09.260000|42.755|13.2368|9.1|BULLETIN-INGV||||ML|2.5|--|5 km W Arquata del Tronto (AP)|earthquake
8326191|2016-10-01T11:56:09.610000|42.8997|13.2495|9.3|BULLETIN-INGV||||ML|2.7|--|6 km W Montemonaco (AP)|earthquake
8340851|2016-10-02T15:20:08.260000|42.7955|13.237|9.5|BULLETIN-INGV||||ML|2.6|--|6 km W Arquata del Tronto (AP)|earthquake
8344901|2016-10-02T23:47:07.080000|42.787|13.2255|9.3|BULLETIN-INGV||||Mw|3.2|--|6 km W Arquata del Tronto (AP)|earthquake
8355301|2016-10-03T21:30:15.100000|42.8388|13.2208|9.4|BULLETIN-INGV||||ML|2.6|--|8 km SE Castelsantangelo sul Nera (MC)|earthquake
8356171|2016-10-03T23:09:28.050000|42.7817|13.126|9.9|BULLETIN-INGV||||ML|2.6|--|3 km E Norcia (PG)|earthquake
8363661|2016-10-04T12:41:35.440000|42.8545|13.121|7.8|BULLETIN-INGV||||Mw|3.4|--|5 km SW Castelsantangelo sul Nera (MC)|earthquake
8373731|2016-10-05T12:29:31.040000|42.6343|13.2212|12.5|BULLETIN-INGV||||ML|3.2|--|5 km E Cittareale (RI)|earthquake
8383111|2016-10-06T05:34:18.360000|42.7887|13.2147|9.4|BULLETIN-INGV||||ML|3.2|--|7 km W Arquata del Tronto (AP)|earthquake
8386841|2016-10-06T11:52:44.100000|42.7648|13.2312|9.4|BULLETIN-INGV||||ML|2.5|--|6 km W Arquata del Tronto (AP)|earthquake
8389581|2016-10-06T16:09:44.060000|42.8777|13.139|8.4|BULLETIN-INGV||||ML|3.0|--|2 km SW Castelsantangelo sul Nera (MC)|earthquake
8390641|2016-10-06T17:54:14.510000|42.8993|13.2507|8.9|BULLETIN-INGV||||ML|3.1|--|6 km W Montemonaco (AP)|earthquake
8390751|2016-10-06T17:56:09.510000|42.8925|13.2532|8.1|BULLETIN-INGV||||ML|2.6|--|6 km W Montemonaco (AP)|earthquake
8393381|2016-10-06T21:29:56.250000|42.6152|13.3567|19.6|BULLETIN-INGV||||ML|2.8|--|6 km E Amatrice (RI)|earthquake
8398621|2016-10-07T04:34:42.290000|42.7815|13.1308|6.5|BULLETIN-INGV||||ML|2.8|--|3 km E Norcia (PG)|earthquake
8399961|2016-10-07T06:14:53.250000|42.8988|13.2495|8.1|BULLETIN-INGV||||ML|2.5|--|6 km W Montemonaco (AP)|earthquake
8401011|2016-10-07T07:46:06.500000|42.8983|13.2423|7.8|BULLETIN-INGV||||ML|3.2|--|7 km W Montemonaco (AP)|earthquake
8401551|2016-10-07T08:22:51.200000|42.7478|13.1798|7.0|BULLETIN-INGV||||ML|2.7|--|8 km NW Accumoli (RI)|earthquake
8408241|2016-10-07T18:54:00.320000|42.7783|13.1307|6.9|BULLETIN-INGV||||ML|2.7|--|3 km E Norcia (PG)|earthquake
8416531|2016-10-08T08:15:01.890000|42.7787|13.2012|10.1|BULLETIN-INGV||||ML|3.1|--|8 km W Arquata del Tronto (AP)|earthquake
8419251|2016-10-08T11:41:50.430000|42.6312|13.2173|11.1|BULLETIN-INGV||||ML|2.6|--|5 km E Cittareale (RI)|earthquake
8419711|2016-10-08T12:19:03.180000|42.7442|13.1747|8.5|BULLETIN-INGV||||Mw|3.5|--|8 km NW Accumoli (RI)|earthquake
8420351|2016-10-08T12:40:59.040000|42.7423|13.1907|9.5|BULLETIN-INGV||||ML|3.1|--|7 km NW Accumoli (RI)|earthquake
8427061|2016-10-08T18:11:09.670000|42.7383|13.1853|9.5|BULLETIN-INGV||||Mw|3.9|--|7 km NW Accumoli (RI)|earthquake
8428011|2016-10-08T18:32:38.930000|42.7438|13.1922|10.3|BULLETIN-INGV||||ML|2.5|--|7 km NW Accumoli (RI)|earthquake
8434551|2016-10-08T23:57:09.120000|42.7587|13.1225|9.9|BULLETIN-INGV||||ML|2.7|--|5 km SE Norcia (PG)|earthquake
8436381|2016-10-09T02:45:53.430000|42.7433|13.1927|8.5|BULLETIN-INGV||||ML|2.6|--|7 km NW Accumoli (RI)|earthquake
8436441|2016-10-09T02:47:28.960000|42.7412|13.1938|8.8|BULLETIN-INGV||||ML|3.0|--|7 km NW Accumoli (RI)|earthquake
8438051|2016-10-09T04:42:42.400000|42.7403|13.1853|7.9|BULLETIN-INGV||||ML|3.6|--|7 km NW Accumoli (RI)|earthquake
8443521|2016-10-09T10:33:02.690000|42.6308|13.218|11.0|BULLETIN-INGV||||ML|2.9|--|5 km E Cittareale (RI)|earthquake
8450561|2016-10-09T20:42:36.880000|42.9108|13.2513|8.6|BULLETIN-INGV||||ML|2.6|--|6 km W Montemonaco (AP)|earthquake
8468031|2016-10-10T23:00:51.990000|42.5882|13.2992|9.7|BULLETIN-INGV||||ML|2.6|--|5 km S Amatrice (RI)|earthquake
8473261|2016-10-11T07:32:50.820000|42.8513|13.2492|7.5|BULLETIN-INGV||||ML|3.0|--|7 km W Montegallo (AP)|earthquake
8482031|2016-10-11T21:24:10.300000|42.8668|13.0765|8.2|BULLETIN-INGV||||ML|3.1|--|3 km E Preci (PG)|earthquake
8484471|2016-10-12T02:08:16.410000|42.6913|13.2623|13.4|BULLETIN-INGV||||ML|2.5|--|1 km E Accumoli (RI)|earthquake
8491291|2016-10-12T16:28:32.070000|42.8702|13.0713|9.1|BULLETIN-INGV||||ML|2.5|--|3 km E Preci (PG)|earthquake
8498111|2016-10-13T04:53:33.220000|42.8638|13.08|8.8|BULLETIN-INGV||||ML|2.6|--|4 km E Preci (PG)|earthquake
8498201|2016-10-13T04:56:49.860000|42.8692|13.0687|8.5|BULLETIN-INGV||||ML|3.1|--|3 km E Preci (PG)|earthquake
8499131|2016-10-13T06:24:53.780000|42.7357|13.1903|10.2|BULLETIN-INGV||||ML|2.5|--|7 km NW Accumoli (RI)|earthquake
8505651|2016-10-13T18:03:59.410000|42.8672|13.0707|9.0|BULLETIN-INGV||||ML|2.5|--|3 km E Preci (PG)|earthquake
8510061|2016-10-14T04:09:20.310000|42.6308|13.3132|8.7|BULLETIN-INGV||||ML|3.3|--|2 km E Amatrice (RI)|earthquake
8512331|2016-10-14T08:45:48.200000|42.8635|13.068|7.9|BULLETIN-INGV||||ML|2.8|--|3 km SE Preci (PG)|earthquake
8513471|2016-10-14T10:56:50.210000|42.8133|13.1798|8.6|BULLETIN-INGV||||ML|2.5|--|7 km E Norcia (PG)|earthquake
8514211|2016-10-14T12:48:34.350000|42.8723|13.0633|9.0|BULLETIN-INGV||||ML|2.5|--|2 km E Preci (PG)|earthquake
8516351|2016-10-14T18:31:19.170000|42.863|13.0768|8.1|BULLETIN-INGV||||ML|2.5|--|4 km SE Preci (PG)|earthquake
8519971|2016-10-15T01:30:54.600000|42.8893|13.2508|9.5|BULLETIN-INGV||||ML|2.8|--|6 km W Montemonaco (AP)|earthquake
8520181|2016-10-15T01:47:14.290000|42.8905|13.2457|9.7|BULLETIN-INGV||||ML|2.6|--|7 km W Montemonaco (AP)|earthquake
8537631|2016-10-16T07:48:26.220000|42.7512|13.1808|8.7|BULLETIN-INGV||||ML|2.9|--|8 km NW Accumoli (RI)|earthquake
8538851|2016-10-16T09:32:35.480000|42.7477|13.1757|9.2|BULLETIN-INGV||||Mw|4.0|--|8 km NW Accumoli (RI)|earthquake
8542491|2016-10-16T14:28:24.640000|42.8413|13.1578|8.6|BULLETIN-INGV||||ML|3.2|--|6 km S Castelsantangelo sul Nera (MC)|earthquake
8557371|2016-10-17T15:37:36.110000|42.7332|13.1948|10.2|BULLETIN-INGV||||ML|2.5|--|6 km NW Accumoli (RI)|earthquake
8570771|2016-10-18T14:11:30.480000|42.7328|13.2028|9.6|BULLETIN-INGV||||ML|2.5|--|6 km NW Accumoli (RI)|earthquake
8575721|2016-10-19T00:52:12.520000|42.8093|13.231|9.0|BULLETIN-INGV||||ML|3.0|--|7 km NW Arquata del Tronto (AP)|earthquake
8579731|2016-10-19T07:36:16.570000|42.8053|13.2285|7.8|BULLETIN-INGV||||ML|2.6|--|7 km NW Arquata del Tronto (AP)|earthquake
8583571|2016-10-19T14:58:02.580000|42.7825|13.1305|9.4|BULLETIN-INGV||||ML|2.5|--|3 km E Norcia (PG)|earthquake
8584671|2016-10-19T17:08:07.480000|42.8792|13.139|9.4|BULLETIN-INGV||||ML|2.6|--|2 km SW Castelsantangelo sul Nera (MC)|earthquake
8588151|2016-10-20T00:54:51.020000|42.735|13.1887|9.2|BULLETIN-INGV||||ML|2.9|--|7 km NW Accumoli (RI)|earthquake
8596431|2016-10-20T18:05:48.410000|42.8143|13.2302|9.0|BULLETIN-INGV||||ML|2.5|--|7 km NW Arquata del Tronto (AP)|earthquake
8611871|2016-10-22T05:24:56.200000|42.783|13.1362|9.7|BULLETIN-INGV||||ML|2.9|--|4 km E Norcia (PG)|earthquake
8621011|2016-10-22T22:22:15.670000|42.7678|13.1703|13.2|BULLETIN-INGV||||ML|2.5|--|7 km E Norcia (PG)|earthquake
8623231|2016-10-23T01:48:12.480000|42.561|13.2643|11.1|BULLETIN-INGV||||ML|2.5|--|4 km NE Montereale (AQ)|earthquake
8633441|2016-10-23T22:22:41.030000|42.619|13.3143|8.4|BULLETIN-INGV||||ML|2.8|--|2 km SE Amatrice (RI)|earthquake
8641271|2016-10-24T18:37:56.020000|42.7168|13.1482|8.2|BULLETIN-INGV||||ML|2.5|--|9 km W Accumoli (RI)|earthquake
8661621|2016-10-26T15:05:52.260000|42.8677|13.2055|8.3|BULLETIN-INGV||||ML|2.5|--|5 km SE Castelsantangelo sul Nera (MC)|earthquake
8663031|2016-10-26T17:10:36.980000|42.8747|13.1243|8.1|BULLETIN-INGV||||Mw|5.4|--|3 km SW Castelsantangelo sul Nera (MC)|earthquake
8663041|2016-10-26T17:10:36.150000|42.8788|13.1272|9.3|BULLETIN-INGV||||ML|4.5|--|3 km SW Castelsantangelo sul Nera (MC)|earthquake
8663081|2016-10-26T17:11:23.440000|42.8637|13.0945|9.6|BULLETIN-INGV||||ML|3.4|--|5 km E Preci (PG)|earthquake
8663111|2016-10-26T17:12:49.880000|42.8843|13.148|8.1|BULLETIN-INGV||||ML|3.0|--|1 km SW Castelsantangelo sul Nera (MC)|earthquake
8663171|2016-10-26T17:13:15.600000|42.8832|13.0987|7.2|BULLETIN-INGV||||ML|2.7|--|5 km W Castelsantangelo sul Nera (MC)|earthquake
8663411|2016-10-26T17:13:31.620000|42.8887|13.097|9.8|BULLETIN-INGV||||ML|2.5|--|5 km W Castelsantangelo sul Nera (MC)|earthquake
8663161|2016-10-26T17:14:08.420000|42.868|13.1487|8.5|BULLETIN-INGV||||ML|2.6|--|3 km S Castelsantangelo sul Nera (MC)|earthquake
8663191|2016-10-26T17:14:29.560000|42.88|13.1518|8.4|BULLETIN-INGV||||ML|3.1|--|2 km S Castelsantangelo sul Nera (MC)|earthquake
8663321|2016-10-26T17:15:08.440000|42.8628|13.1792|4.8|BULLETIN-INGV||||ML|2.5|--|4 km SE Castelsantangelo sul Nera (MC)|earthquake
8663241|2016-10-26T17:16:12.600000|42.9353|13.0403|6.8|BULLETIN-INGV||||ML|3.0|--|4 km W Visso (MC)|earthquake
8663491|2016-10-26T17:21:14.800000|42.9055|13.1363|9.1|BULLETIN-INGV||||ML|2.6|--|2 km NW Castelsantangelo sul Nera (MC)|earthquake
8663851|2016-10-26T17:27:07.950000|42.8985|13.1282|8.9|BULLETIN-INGV||||ML|2.5|--|2 km W Castelsantangelo sul Nera (MC)|earthquake
8664331|2016-10-26T17:36:38.320000|42.8637|13.1368|8.0|BULLETIN-INGV||||ML|2.6|--|4 km SW Castelsantangelo sul Nera (MC)|earthquake
8665351|2016-10-26T17:54:37.390000|42.8712|13.1452|8.7|BULLETIN-INGV||||ML|2.5|--|3 km S Castelsantangelo sul Nera (MC)|earthquake
8665421|2016-10-26T17:55:03.370000|42.8537|13.0943|8.7|BULLETIN-INGV||||ML|2.8|--|5 km SE Preci (PG)|earthquake
8665661|2016-10-26T17:58:18.880000|42.8327|13.1345|8.5|BULLETIN-INGV||||ML|2.6|--|5 km NE Norcia (PG)|earthquake
8665891|2016-10-26T18:02:22.960000|42.9118|13.1225|9.1|BULLETIN-INGV||||ML|2.5|--|3 km NW Castelsantangelo sul Nera (MC)|earthquake
8667251|2016-10-26T18:32:56.000000|42.8862|13.1477|8.9|BULLETIN-INGV||||ML|2.8|--|1 km SW Castelsantangelo sul Nera (MC)|earthquake
8667331|2016-10-26T18:34:34.070000|42.879|13.1417|9.2|BULLETIN-INGV||||ML|3.1|--|2 km SW Castelsantangelo sul Nera (MC)|earthquake
8667361|2016-10-26T18:34:53.750000|42.8723|13.1463|7.4|BULLETIN-INGV||||ML|2.5|--|3 km S Castelsantangelo sul Nera (MC)|earthquake
8667511|2016-10-26T18:39:19.540000|42.8807|13.0907|9.8|BULLETIN-INGV||||ML|3.4|--|4 km E Preci (PG)|earthquake
8668481|2016-10-26T19:00:29.910000|42.9107|13.116|8.7|BULLETIN-INGV||||ML|3.2|--|3 km SE Visso (MC)|earthquake
8668741|2016-10-26T19:05:47.030000|42.8923|13.1253|9.3|BULLETIN-INGV||||ML|3.0|--|2 km W Castelsantangelo sul Nera (MC)|earthquake
8669361|2016-10-26T19:18:05.910000|42.902|13.1277|9.2|BULLETIN-INGV||||ML|4.5|--|2 km W Castelsantangelo sul Nera (MC)|earthquake
8669321|2016-10-26T19:18:07.420000|42.9048|13.0902|9.6|BULLETIN-INGV||||Mw|5.9|--|3 km S Visso (MC)|earthquake
8669431|2016-10-26T19:19:24.570000|42.9538|13.0653|6.4|BULLETIN-INGV||||ML|3.6|--|3 km NW Visso (MC)|earthquake
8669511|2016-10-26T19:20:34.600000|42.8807|13.1368|6.6|BULLETIN-INGV||||ML|2.6|--|2 km SW Castelsantangelo sul Nera (MC)|earthquake
8669491|2016-10-26T19:20:56.400000|42.8962|13.1335|7.9|BULLETIN-INGV||||ML|3.3|--|2 km W Castelsantangelo sul Nera (MC)|earthquake
8669551|2016-10-26T19:22:04.570000|42.8497|13.1038|8.6|BULLETIN-INGV||||ML|2.7|--|6 km SE Preci (PG)|earthquake
8669561|2016-10-26T19:22:56.460000|42.945|13.0748|8.7|BULLETIN-INGV||||ML|3.6|--|2 km NW Visso (MC)|earthquake
8669581|2016-10-26T19:24:21.810000|42.9737|13.0663|8.2|BULLETIN-INGV||||ML|3.6|--|5 km NW Visso (MC)|earthquake
8669651|2016-10-26T19:25:04.810000|42.9205|13.0657|9.6|BULLETIN-INGV||||ML|3.3|--|2 km SW Visso (MC)|earthquake
8669671|2016-10-26T19:25:18.850000|42.9358|13.0725|8.3|BULLETIN-INGV||||ML|3.8|--|1 km W Visso (MC)|earthquake
8669711|2016-10-26T19:25:43.610000|42.9363|13.0843|7.8|BULLETIN-INGV||||ML|3.1|--|1 km NW Visso (MC)|earthquake
8669751|2016-10-26T19:26:03.620000|43.0182|13.0597|8.5|BULLETIN-INGV||||ML|3.5|--|3 km S Pieve Torina (MC)|earthquake
